ColumnName,Tables,DataType,DataLength,Key
DateofLastChange,"dbo.TransferClosedOnWhoseBehalf,Corp.MaxiDepartment,dbo.CommisionCollectionConcept,dbo.FeeChecksHistory,dbo.Users,dbo.FeeChecksHistoryDetail,dbo.OtherProductStatus,dbo.AgentDocument,dbo.TransferResend,dbo.FD_InquiryTicket,dbo.IssuerChecks,dbo.TransferSSN,Corp.AgentSuspendedSubStatus,dbo.PureMinutesTransaction,dbo.InvSubAccount,dbo.AgentBankDeposit,dbo.PreTransferSSN,dbo.Owner-old,dbo.FeeChecks,dbo.RefExRate,dbo.AgentEntityType,dbo.CompetitionCountry,dbo.AgentApplication,dbo.AgentCommunication,dbo.FeeChecksDetail,dbo.AgentTaxIdType,dbo.CompetitionTransmitter,moneyalert.Beneficiary,dbo.PayerConfig,dbo.AgentStatus,dbo.FeeDetailByOtherProducts,moneyalert.BeneficiaryMobile,dbo.DenyListIssuerChecks,dbo.Fee,dbo.FeeByOtherProducts,dbo.AgentApplicationDocument,dbo.CommissionDetailByOtherProducts,moneyalert.Chat,dbo.BeneficiaryMirror,dbo.FeeDetail,dbo.Commission,dbo.CommissionByOtherProducts,dbo.AgentType,MoneyOrder.SaleRecord,dbo.AgentCreditLimitHistory,dbo.ContactEmail,dbo.AgentSchema,dbo.Agent,dbo.XAgentFolios,msg.Messages,dbo.usersofac,dbo.AgentSchemaDetail,dbo.TransferFraudDetail,msg.MessageSubcribers,dbo.AgentBankConfigAccount,dbo.SBReceiveUpdateMessageLog,dbo.AgentOfacNoteHistory,dbo.Ownerofac,dbo.RelationAgentSchema,Soporte.TransferUpdateRequest,msg.MessageSubscriberDetails,dbo.SBSendUpdateMessageLog,dbo.PontualAvailableBanks,dbo.Gateway,dbo.FaxType,dbo.Checks,dbo.DocumentOwnerType,dbo.SBMessageLog,moneyalert.Customer,moneyalert.CustomerMobile,dbo.FaxFileHistory,collection.Groups,dbo.CustomerBlackList,dbo.PureMinutesTopUpTransaction,moneyalert.Likes,dbo.AgentDeposit,Regalii.Billers,MoneyGram.Agent,dbo.CustomerBlackListRule,dbo.Country,dbo.OtherChargesMemo,dbo.AgentAppACHAgreement,MoneyGram.AgentStoreHours,dbo.CommissionDetail,dbo.Citybkp20211111,ExRateService.ExRateSchedule,dbo.State,dbo.City,dbo.AgentZeusView,dbo.ReasonNotCustomerCellphone,dbo.Payer,dbo.ReverseAgentOtherCharge,dbo.Spread,dbo.RefExRateByGroup,dbo.CheckHolds,dbo.Branch,Regalii.CurrenciesSpread,dbo.SpreadDetail,dbo.AgentClass,dbo.Currency,dbo.ZipCodeTimeZone,dbo.AuditLog,dbo.CountryCurrency,dbo.OwnerREsp05Agsoto2021,CheckConfig.Bank,dbo.AgentSchemaDetailFeeLog,dbo.AgentSchemaDetailCommissionLog,dbo.AgentApplicationStatuses,MoneyOrder.AgentRegistration,dbo.TelephoneTypeCatalog,DTOne.Product,dbo.AgentCollectType,dbo.AgentSchemaDetailTempSpreadLog,dbo.Customer,CheckConfig.BankAccount,dbo.AgentBusinessTypes,dbo.AgentSchemaDetailSpreadLog,dbo.Beneficiary,dbo.Transfer,dbo.AgentApplicationsResp05Agosto2021,dbo.BankCommission,dbo.ReasonForCancel,dbo.State_BK191113,WellsFargo.WFPIN,dbo.StatusToSendCellularMsg,dbo.SBSendGatewayMessageLog,dbo.SBReceiveGatewayMessageLog,dbo.ACHSummary,dbo.PreTransfer,MoneyGram.City,dbo.SBSendOriginMessageLog,dbo.PayerCommission,dbo.AgentAppW9Information,dbo.SBReceiveOriginMessageLog,Soporte.Customer180427,WellsFargo.WFConfig,MoneyGram.Currency,dbo.AgentApplicationStatusHistory,WellsFargo.WFShowIntro,dbo.AgentApplicationCompetition,dbo.InvItem,WellsFargo.AgentAccount,InternalSalesMonitor.AgentCompetition,MoneyGram.Country,dbo.AgentPromotion,dbo.AgentCreditApproval,dbo.ZipCode,dbo.InvItenAgent,InternalSalesMonitor.AgentSchemaDetails,MoneyGram.StateProvince,dbo.InvItemSeller,InternalSalesMonitor.CallHistory,dbo.CollectionNotificationRuleType,TransFerTo.ProductGroup,dbo.EvaluationOFACAutoRelease,Corp.TaxIDType,InternalSalesMonitor.Details,dbo.AgentOtherCharge,MoneyGram.CountryCurrency,MoneyGram.DeliveryOption,dbo.PayerConfigCommission,dbo.KYCRule,dbo.CollectionNotificationRule,TransFerTo.CustomerFrequentNumber,dbo.AgentAppEquipmentDetails,dbo.GenericTableLog,dbo.Quickbook,MoneyOrder.SequenceMovement,MoneyGram.Transaction,dbo.AgentAppAchInformation,dbo.ScannerProcessFile,dbo.DenyListBeneficiary,MoneyOrder.Sequence,TransFerTo.Currency,dbo.AgentCollection,DTOne.Country,dbo.AgentReimburseConfig,dbo.CheckRejectHistory,TransFerTo.Country,MoneyOrder.SaleRecordHold,dbo.OnWhoseBehalf,dbo.Notifications,TransFerTo.Carrier,dbo.SpecialCommissionRule,dbo.AgentCollectionConcept,TransFerTo.Product,dbo.AgentAdditionalEmail,dbo.CustomerMirror,dbo.AgentCollectionDetail,dbo.CountryExrateConfig,MoneyGram.Rewards,dbo.InvAccount,MoneyGram.RewardsCardType,dbo.TransferNotAllowedResend,dbo.Owner,MoneyGram.RewardsRegistration,dbo.SpecialCommissionRuleLog,dbo.AgentBusinessType,TransFerTo.Schema,Soporte.AgentCreditSuggest_SBQ,dbo.CountyClass,dbo.TransferReasonNotCustomerPhone,dbo.SpecialCommissionRuleRanges,Services.Email,dbo.RelationAgentBusinessType,dbo.TransferClosedHolds,dbo.PaymentMethod,dbo.UsersTemp,dbo.CallStatus,dbo.DenyListCustomer,dbo.County,MoneyGram.EnumeratedType,dbo.SpecialCommissionRuleRangesLog,dbo.PosStatus,dbo.TransferHolds,DTOne.Carrier,MoneyGram.Enumerators,dbo.AgentCreditSuggest,TransFerTo.AgentSchema,dbo.AgentApplications,dbo.OtherProductCommissionType,dbo.GatewayBranch,Services.EmailConfig,dbo.CallHistory,DTOne.Currency,dbo.AgentMirror,dbo.CardEntryMode,TransFerTo.AgentCredential,lunex.Login,dbo.GatewayConfigMail,dbo.TransferClosed,dbo.CardType,dbo.CallRegreats,dbo.PreTransferClosed,dbo.PosActionType",datetime, , 
DateOfLNPD,dbo.MaxiCollectionDetail,datetime, , 
DateOfLoad,dbo.LogSoftgateLoadXML,datetime, , 
DateOfMessage,dbo.EmailCellularLog,datetime, , 
DateOfModified,dbo.TransfersUpdateInProgress,datetime, , 
DateOfMovement,"dbo.SpecialCommissionBalance,MoneyOrder.SaleRecordDetails,Operation.ProductTransferDetail,dbo.AgentOfacNoteHistory,dbo.Checks,dbo.AgentCustomerMovement,dbo.transferkill,dbo.CheckDetails,dbo.TransferDetail,dbo.AgentApplicationStatusHistory,MoneyOrder.SaleRecordClearingInfo,dbo.AgentCustomerMovementElasticError,dbo.TransferClosedDetail,dbo.AgentBalance",datetime, , 
DateOfPayerCommission,dbo.PayerCommission,datetime, , 
DateOfPayerConfigCommission,dbo.PayerConfigCommission,datetime, , 
DateOfPayment,dbo.TransferPayInfo,datetime, , 
DateOfPreTransfer,"dbo.PreTransfer,dbo.PreTransferClosed",datetime, , 
DateOfPreTransferUTC,"dbo.PreTransfer,dbo.PreTransferClosed",datetime, , 
DateOfPrint,lunex.TransferLN,datetime, , 
DateOfProfitData,dbo.ProfitData,datetime, , 
DateOfRead,"dbo.AgentNews,msg.MessageSubcribers",datetime, , 
DateOfReject,dbo.CheckRejectHistory,datetime, , 
DateOfRelease1,"dbo.CheckOFACInfo,dbo.TransferOFACInfo",datetime, , 
DateOfRelease2,"dbo.CheckOFACInfo,dbo.TransferOFACInfo",datetime, , 
DateOfReserved,dbo.TransferByHoldReserved,datetime, , 
DateOfResponse,TransFerTo.Response,datetime, , 
DateOfReview,"OfacAudit.OfacAuditReview,OfacAudit.OfacAuditMatchReview,dbo.CheckOFACReview,dbo.TransferOFACReview,Corp.OfacValidationReviewHistory",datetime, , 
DateOfStatusChange,Operation.ProductTransfer,datetime, , 
DateOfTransaction,"dbo.PureMinutesTransaction,dbo.PureMinutesTopUpTransaction",datetime, , 
DateOfTransfer,"dbo.TransferOFACReport,dbo.GirosLatinosClaimCodes2,dbo.TransferFraud,dbo.TransferFraudDetail,dbo.AtlasTransaction,dbo.Transfer,dbo.reporteautidoria2015,dbo.ReportPendingTransferAccepted,dbo.ReportPendingTransfer,dbo.TransferClosed,dbo.Soporte_OfacTest",datetime, , 
DateOfTransfer,"dbo.TransferOFACReport,dbo.GirosLatinosClaimCodes2,dbo.TransferFraud,dbo.TransferFraudDetail,dbo.AtlasTransaction,dbo.Transfer,dbo.reporteautidoria2015,dbo.ReportPendingTransferAccepted,dbo.ReportPendingTransfer,dbo.TransferClosed,dbo.Soporte_OfacTest",nvarchar,255, 
DateOfTransferUTC,"dbo.Transfer,dbo.TransferClosed",datetime, , 
DateOfValidation,"dbo.CheckHolds,MoneyOrder.SaleRecordHold,dbo.TransferClosedHolds,dbo.TransferHolds",datetime, , 
DateOutFromList,"dbo.DenyListIssuerChecks,dbo.DenyListBeneficiary,dbo.DenyListCustomer,dbo.WhiteListIssuerChecks",datetime, , 
DateRecord,dbo.GiactServiceLog,datetime, , 
DateResume,dbo.AMLP_SkippedSuspiciousAgent,datetime, , 
DateStart,Corp.AgentAuditDocumentsLog,datetime, , 
DateStatusChange,"dbo.Checks,dbo.AtlasTransaction,dbo.Transfer,dbo.ReportPendingTransferAccepted,dbo.ReportPendingTransfer,dbo.TransferClosed",datetime, , 
DateStopped,dbo.AMLP_SkippedSuspiciousAgent,datetime, , 
DateTime,BIWS.ValidatedNameBI,datetime, , 
DateVersion,dbo.DeployAgent,datetime, , 
Day,dbo.FederalHolidays,date, , 
DaylightSavingTime,dbo.ZipCodeTimeZone,bit, , 
DayNumber,dbo.CollectionCallendarHours,int, ,PK
DayOfWeek,"Services.ServiceSchedules,MoneyGram.AgentStoreHours,dbo.ServiceSchedules",int, ,PK
DayOfWeek,"Services.ServiceSchedules,MoneyGram.AgentStoreHours,dbo.ServiceSchedules",varchar,200,PK
DBA,"dbo.tmpAgentInfoBusinessTypeCSV,dbo.tmpAgentInfoBusinessType",nvarchar,100, 
DebitOrCredit,"Soporte.CollectionReport_PendingChecks,Soporte.CollectionReport_Depositos,Soporte.CollectionReport_Checks,Soporte.CollectionReport_Batches,dbo.AgentBalance",nvarchar,-1, 
DebitOrCredit,"Soporte.CollectionReport_PendingChecks,Soporte.CollectionReport_Depositos,Soporte.CollectionReport_Checks,Soporte.CollectionReport_Batches,dbo.AgentBalance",varchar,250, 
Debt,dbo.CommissionHoldForExcel,money, , 
DefaultValue,dbo.AdditionalField,varchar,100, 
definition,dbo.sysdiagrams,varbinary,-1, 
DelayedDateTime,Infinite.TextMessageInfinite,datetime, , 
DeliveryMethodText,dbo.CustomerHistoryRequest,nvarchar,-1, 
DeliveryOption,"MoneyGram.EnumeratorCatalogGFFPConfigs,MoneyGram.CountryCurrency,MoneyGram.DeliveryOption",varchar,100, 
DeliveryOptionID,MoneyGram.DeliveryOption,int, ,PK
DeliveryOptionName,MoneyGram.DeliveryOption,varchar,200, 
DependsOn,"dbo.AdditionalField,MoneyGram.FieldsForProduct",int, ,FK
DependsOn,"dbo.AdditionalField,MoneyGram.FieldsForProduct",varchar,100,FK
deposit,dbo.payercomm,numeric, , 
DepositAccountNumber,"dbo.TransferFraudDetail,dbo.TransfersCustomerInfoByPayer_BAK,BIWS.ValidatedNameBI,dbo.Transfer,dbo.PreTransfer,dbo.TransfersCustomerInfoByPayer,dbo.reporteautidoria2015,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,250, 
DepositAmount,dbo.AgentCollectionRevision,money, , 
DepositDate,"dbo.BankDeposit,dbo.AgentDeposit,Soporte.CollectionReport_Depositos,Soporte.CollectionReport_Checks,dbo.ScannerProcessFile,Soporte.CollectionReport_Batches",datetime, , 
DepositHold,dbo.PayerConfig,bit, , 
DepositSlipsCount,"dbo.DepositSlipsCountLegacy,dbo.vw_DepositSlipsCountLegacy",int, , 
descrip,dbo.BTSbranches,nvarchar,255, 
Description,"dbo.ApprizaReturnSubCodeDocuments,BillPayment.LogForBillers,dbo.GlobalAttributes,dbo.ModuloMaster,dbo.Validator,dbo.BanruralResponseLog,dbo.ReportExRatesConfig,dbo.Groups,BillPayment.EntityToValidate,dbo.Modulo,dbo.GatewayActionCodeAggregator,BillPayment.Validator,BillPayment.FieldToValidate,dbo.AgentSchema,dbo.ChecksModulo,dbo.BillPaymentDetails,dbo.SoftgateBillPaymentTransactions,dbo.CellularGroups,dbo.PontualResponseLog,dbo.FederalHolidays,dbo.TToMobileResponseLog,dbo.GatewayReturnCode,dbo.PagosIntResponseLog,dbo.BankDeposit,dbo.CellularProducts,dbo.AriasResponseLog,dbo.CellularPurchaseTransactions,dbo.AgentClass,dbo.AgentCategoryClose,dbo.BancoIndustrialResponseLog,dbo.AgentReasonClose,dbo.BancoUnionResponseLog,dbo.CITIResponseLog,dbo.TNWResponseLog,dbo.OfacKycCheck,dbo.EvaluationEntityType,dbo.BankayaResponseLog,dbo.ApprizaResponseLog,dbo.NSConfiguration,dbo.TicketCloseReasons,dbo.MacroFinancieraResponseLog,Infinite.TextMessageStatus,Infinite.MessageTypes,dbo.Option,dbo.TicketPriorities,Infinite.Priority,dbo.OtherProducts,dbo.ServiCentroResponseLog,dbo.GpResponseLog,dbo.InvItem,dbo.EntityToValidate,dbo.GirosMexResponseLog,dbo.CellularRtrGroups,dbo.CellularRtrProducts,dbo.FieldToValidate,dbo.GeneralUpdateTablesLog,dbo.CellularRtrPurchaseTransactions,dbo.BTSResponseLog,dbo.ActionAllowed,dbo.IntermexResponseLog,Services.ServiceConfiguration,dbo.ChapinaResponseLog,dbo.CibancoResponseLog,dbo.SpecialCommissionRule,dbo.OptionTemp,dbo.TTOApiResponseLog,MoneyGram.Rewards,dbo.InpamexResponseLog,MoneyGram.RewardsCardType,dbo.CorporacionesUnidasResponseLog,dbo.SpecialCommissionRuleLog,FAX.InterFaxResponseCodes,dbo.CallStatus,dbo.TrainingCommunique,dbo.UnitellerResponseLog,dbo.GatewayActionCode,dbo.LogForUnclaimedHoldsBatch,BillPayment.Aggregator,dbo.GirosLatinosResponseLog,dbo.AgentBalance,dbo.AgentBalanceService",nvarchar,2000, 
Description,"dbo.ApprizaReturnSubCodeDocuments,BillPayment.LogForBillers,dbo.GlobalAttributes,dbo.ModuloMaster,dbo.Validator,dbo.BanruralResponseLog,dbo.ReportExRatesConfig,dbo.Groups,BillPayment.EntityToValidate,dbo.Modulo,dbo.GatewayActionCodeAggregator,BillPayment.Validator,BillPayment.FieldToValidate,dbo.AgentSchema,dbo.ChecksModulo,dbo.BillPaymentDetails,dbo.SoftgateBillPaymentTransactions,dbo.CellularGroups,dbo.PontualResponseLog,dbo.FederalHolidays,dbo.TToMobileResponseLog,dbo.GatewayReturnCode,dbo.PagosIntResponseLog,dbo.BankDeposit,dbo.CellularProducts,dbo.AriasResponseLog,dbo.CellularPurchaseTransactions,dbo.AgentClass,dbo.AgentCategoryClose,dbo.BancoIndustrialResponseLog,dbo.AgentReasonClose,dbo.BancoUnionResponseLog,dbo.CITIResponseLog,dbo.TNWResponseLog,dbo.OfacKycCheck,dbo.EvaluationEntityType,dbo.BankayaResponseLog,dbo.ApprizaResponseLog,dbo.NSConfiguration,dbo.TicketCloseReasons,dbo.MacroFinancieraResponseLog,Infinite.TextMessageStatus,Infinite.MessageTypes,dbo.Option,dbo.TicketPriorities,Infinite.Priority,dbo.OtherProducts,dbo.ServiCentroResponseLog,dbo.GpResponseLog,dbo.InvItem,dbo.EntityToValidate,dbo.GirosMexResponseLog,dbo.CellularRtrGroups,dbo.CellularRtrProducts,dbo.FieldToValidate,dbo.GeneralUpdateTablesLog,dbo.CellularRtrPurchaseTransactions,dbo.BTSResponseLog,dbo.ActionAllowed,dbo.IntermexResponseLog,Services.ServiceConfiguration,dbo.ChapinaResponseLog,dbo.CibancoResponseLog,dbo.SpecialCommissionRule,dbo.OptionTemp,dbo.TTOApiResponseLog,MoneyGram.Rewards,dbo.InpamexResponseLog,MoneyGram.RewardsCardType,dbo.CorporacionesUnidasResponseLog,dbo.SpecialCommissionRuleLog,FAX.InterFaxResponseCodes,dbo.CallStatus,dbo.TrainingCommunique,dbo.UnitellerResponseLog,dbo.GatewayActionCode,dbo.LogForUnclaimedHoldsBatch,BillPayment.Aggregator,dbo.GirosLatinosResponseLog,dbo.AgentBalance,dbo.AgentBalanceService",varchar,500, 
DescriptionES,"dbo.Modulo,dbo.TicketCloseReasons,dbo.Option,dbo.TicketPriorities,dbo.ActionAllowed,dbo.OptionTemp",nvarchar,-1, 
Destination_Msisdn,TransFerTo.TransferTTo,varchar,200, 
Destination_Number,TransFerTo.LogTransferTo,nvarchar,500, 
DestinationCurrency,"TransFerTo.TransferTTo,TransFerTo.ProductConfig",nvarchar,-1, 
Detail,"Regalii.UpdateLog,dbo.AgentOtherProductInfoLog",varchar,-1, 
Detail,"Regalii.UpdateLog,dbo.AgentOtherProductInfoLog",xml,-1, 
Details,dbo.BankDeposit,varchar,1000, 
DeviceId,"dbo.Seller,dbo.SellerSessionLog,dbo.LogMobileListener",nvarchar,200, 
DeviceType,dbo.PosTerminal,varchar,100, 
diagram_id,dbo.sysdiagrams,int, ,PK
DialingCode,dbo.DialingCodePhoneNumber,varchar,25, 
DifRefExRate,dbo.RefExRateByGroup,varchar,10, 
DigitMax,dbo.BillerPureMinutesTopUp,int, , 
DigitMin,dbo.BillerPureMinutesTopUp,int, , 
directedcash,dbo.payercomm,numeric, , 
DirectedSendCountry,MoneyGram.Country,bit, , 
DiscardResolutionMessage,dbo.TransferOFACInfo,varchar,1000, 
Discount,"BillPayment.TransferR,Regalii.TransferR,dbo.Transfer,dbo.PreTransfer,dbo.Xcvtoprod,dbo.TransferClosed,dbo.PreTransferClosed",float, , 
Discount,"BillPayment.TransferR,Regalii.TransferR,dbo.Transfer,dbo.PreTransfer,dbo.Xcvtoprod,dbo.TransferClosed,dbo.PreTransferClosed",money, , 
Display,dbo.KYCActor,nvarchar,-1, 
DisplayAccountID,MoneyGram.Transaction,varchar,300, 
DisplayName,dbo.ComplianceFormat,nvarchar,-1, 
DivisorExchangeRate,dbo.Currency,decimal, , 
DocumentImageCode,dbo.DocumentImageType,nvarchar,500, 
DocumentPath,dbo.DocumentTypeExceptions,varchar,255, 
DocumentType,dbo.DocumentTypeExceptions,int, , 
DoingBusinessAs,"dbo.AgentApplication,dbo.Agent,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",nvarchar,-1, 
DoneOnFridayPayOn,"dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",int, , 
DoneOnMondayPayOn,"dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",int, , 
DoneOnSaturdayPayOn,"dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",int, , 
DoneOnSundayPayOn,"dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",int, , 
DoneOnThursdayPayOn,"dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",int, , 
DoneOnTuesdayPayOn,"dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",int, , 
DoneOnWednesdayPayOn,"dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",int, , 
DssOption,MoneyGram.DeliveryOption,bit, , 
DST,dbo.ExcelZipCodes,varchar,100, 
DuplicateEntryFlag,"Softgate.TBillers,Softgate.Billers,dbo.SoftgateBillPaymentTransactions",bit, , 
DuplicateEntryFlag,"Softgate.TBillers,Softgate.Billers,dbo.SoftgateBillPaymentTransactions",varchar,-1, 
EditLevel,dbo.CheckEdits,smallint, , 
EditName,dbo.CheckEdits,varchar,50, 
EffectiveEndDate,MoneyOrder.AgentRegistration,datetime, , 
EffectiveStartDate,MoneyOrder.AgentRegistration,datetime, , 
Email,"dbo.Seller,dbo.Owner-old,dbo.ContactEmail,dbo.ProviderContact,dbo.Ownerofac,dbo.OwnerREsp05Agsoto2021,dbo.AtlasCustomer,WellsFargo.TransferWFEcheck,dbo.AgentApplicationsResp05Agosto2021,WellsFargo.WFPIN,dbo.Carriers,dbo.Corporate,WellsFargo.AgentAccount,dbo.Owner,Services.Email",nvarchar,1000, 
Email,"dbo.Seller,dbo.Owner-old,dbo.ContactEmail,dbo.ProviderContact,dbo.Ownerofac,dbo.OwnerREsp05Agsoto2021,dbo.AtlasCustomer,WellsFargo.TransferWFEcheck,dbo.AgentApplicationsResp05Agosto2021,WellsFargo.WFPIN,dbo.Carriers,dbo.Corporate,WellsFargo.AgentAccount,dbo.Owner,Services.Email",varchar,200, 
EmailAddress,dbo.AgentAdditionalEmail,varchar,100, 
EmailAlias,dbo.AgentAdditionalEmail,varchar,200, 
EmailByJobSent,"dbo.Transfer,dbo.TransferClosed",bit, , 
EmailConfigId,dbo.FD_Enviroment,bigint, , 
EmailReceiver,BIWS.EmailConfigBI,varchar,500, 
EmployerIdentificationNumber,dbo.AgentAppW9Information,nvarchar,-1, 
EnableAutoRelease,dbo.EvaluationOFACAutoRelease,bit, , 
Enabled,dbo.FederalHolidays,bit, , 
EnabledSchedule,dbo.PayerConfig,bit, , 
EnableSSL,"BIWS.EmailConfigBI,Services.EmailConfig",bit, , 
EndDate,"dbo.News,dbo.AgentPromotion,dbo.SpecialCommissionRule,dbo.SpecialCommissionRuleLog",date, , 
EndDate,"dbo.News,dbo.AgentPromotion,dbo.SpecialCommissionRule,dbo.SpecialCommissionRuleLog",datetime, , 
EndDateSpread,"dbo.AgentSchema,dbo.RelationAgentSchema,dbo.LogAgentSchemaSpread",datetime, , 
EndDateTempSpread,dbo.AgentSchemaDetail,datetime, , 
Ending_Balance,"BillPayment.TransferR,Regalii.TransferR",money, , 
EndingDate,dbo.TrainingCommunique,datetime, , 
Endpoint,WellsFargo.TransferWFEcheckLogs,nvarchar,-1, 
EndTime,"dbo.PayerConfig,dbo.ServiceTimer,dbo.CollectionCallendarHours,Services.ServiceConfigurationTick,dbo.PayerConfigScheduleLog",time, , 
EndTime,"dbo.PayerConfig,dbo.ServiceTimer,dbo.CollectionCallendarHours,Services.ServiceConfigurationTick,dbo.PayerConfigScheduleLog",varchar,5, 
EndValue,TransFerTo.Schema,money, , 
ent_num,"dbo.OFAC_SDN_BK_20210213,dbo.OFAC_ALT_BK_20210213,dbo.OFAC_SDN,dbo.OFAC_ALT,dbo.OFAC_ADD,dbo.OFAC_SDN2,dbo.OFAC_ALT2,dbo.OFAC_SDN_BAK_2021_01_06,dbo.OFAC_ALT_BAK_2021_01_06,dbo.OFAC_SDN_2021_01_25,dbo.OFAC_ALT_2021_01_25",bigint, , 
